age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,distraction_score,addiction_level,productivity_score
39,7.25,6.09,6.36,7.2150106,62.64377,100.0,2.977,High,35.220963
16,2.66,1.33,1.83,6.603826,307.3951,100.0,6.741,Low,33.64399
26,11.73,5.59,1.27,4.832721,292.30298,81.28,11.364,High,
24,5.6,4.61,6.26,6.1031985,242.15958,100.0,5.722,Medium,56.00828
23,6.78,5.28,5.66,6.755308,154.36182,,4.992,High,52.11187
29,5.55,3.38,1.46,3.7659342,65.639694,98.67,4.097,Medium,11.305196
22,8.83,3.34,0.93,4.495544,132.73251,94.47,7.316,Medium,-8.162116
39,8.62,3.7,6.71,5.170002,46.750088,100.0,2.877,Medium,58.298767
19,9.15,6.35,6.21,6.38816,140.35579,100.0,5.312,High,48.74607
25,4.68,2.49,2.62,6.7844543,37.285645,100.0,2.674,,36.828674
16,,4.14,5.27,6.028591,115.54289,100.0,,Medium,
38,,2.83,0.99,5.7419524,114.11542,100.0,3.628,Medium,9.455325
29,8.56,6.71,4.06,7.8798943,67.71321,100.0,4.542,High,24.632738
20,2.4,1.26,0.15,5.2320886,196.75226,100.0,4.175,Low,8.208145
22,7.98,6.17,3.13,5.867034,224.78961,90.81,7.891,High,7.345411
19,10.7,5.47,0.6,9.62845,102.420135,95.68,6.81,High,
30,16.365,4.37,,6.9429617,90.31747,100.0,,Medium,20.434776
32,6.49,2.08,3.37,7.671269,157.92198,100.0,5.534,Medium,45.800915
20,6.59,3.5,3.56,5.6729083,255.99089,100.0,7.887,Medium,25.964266
19,2.77,2.33,0.36,4.507285,43.008457,100.0,2.297,Medium,17.833887
30,8.71,3.86,2.89,6.9429665,79.847626,100.0,4.848,Medium,30.86972
27,10.21,4.33,6.05,7.554826,237.52103,100.0,7.41,Medium,56.913017
19,4.45,3.92,2.95,4.325145,126.048386,100.0,3.7,Medium,16.535925
27,6.21,1.96,5.72,6.415019,179.13048,100.0,5.109,Low,68.46129
31,10.39,8.02,2.96,,240.1348,89.63,8.947,High,3.7801082
32,,5.31,3.39,5.0366516,224.09117,94.0,8.728,High,24.767733
22,,1.43,4.51,5.854526,250.61655,100.0,6.162,Low,41.390396
27,7.51,6.39,7.61,6.702028,156.53838,100.0,4.932,High,38.453075
33,3.92,1.5,0.87,8.521468,130.12344,100.0,3.999,Low,25.619041
17,3.02,1.91,0.26,8.558178,,100.0,3.072,Low,31.830267
38,11.11,5.16,4.86,7.5029984,214.92812,100.0,8.357,High,48.04894
22,10.21,3.46,7.59,5.6612687,287.49127,100.0,8.648,Medium,72.889824
16,9.6,3.17,7.92,5.047888,115.26975,100.0,4.604,Medium,
22,2.49,0.92,3.87,6.177263,299.1472,100.0,5.904,Low,47.54524
27,10.44,,3.74,6.5319557,112.09303,100.0,6.178,Medium,24.788221
27,6.38,4.83,5.16,7.4218826,51.293297,100.0,2.742,Medium,65.86568
15,,3.21,4.45,8.93892,7.4178877,100.0,,,62.83517
20,7.46,,5.07,6.2261114,66.158134,100.0,4.129,Medium,37.88696
38,2.91,1.6,6.99,7.107508,76.39658,100.0,0.718,Low,96.776306
33,9.57,8.21,5.97,7.0349445,266.1849,87.45,8.094,High,26.955069
30,7.82,6.62,3.98,4.5687404,41.549583,96.15,3.976,High,27.977617
22,3.87,2.82,,6.1861296,134.82802,100.0,,Medium,43.619354
15,3.88,3.22,5.12,6.7779784,153.1832,100.0,3.364,Medium,54.02557
30,3.84,1.89,3.65,9.684195,0.09481104,100.0,1.345,Low,62.794476
23,2.57,1.36,3.66,5.656515,110.26808,100.0,2.807,Low,75.69783
27,7.88,5.27,0.13,9.357019,255.64261,87.09,8.541,High,10.84332
25,10.4,7.01,1.39,6.2242613,86.758575,81.94,6.483,High,-0.7180543
27,2.17,1.28,3.91,,58.38014,100.0,0.912,Low,67.30554
39,2.49,1.35,6.58,4.8379836,259.15967,100.0,4.951,Low,74.13692
35,7.73,6.89,2.23,5.005689,21.330229,82.18,3.856,High,1.6140705
24,10.19,8.08,4.18,6.1079507,58.94856,100.0,,High,5.286179
18,5.27,2.96,2.76,3.8924031,260.73785,94.87,7.027,Medium,2.7758493
20,5.5,4.05,0.84,6.0817704,244.81358,86.57,7.838,Medium,6.750696
21,7.96,3.68,7.67,9.470284,107.6302,100.0,4.019,Medium,76.63565
19,4.74,1.71,6.84,7.9903,154.85889,100.0,3.938,Low,92.6749
25,2.27,1.16,0.63,7.7715845,268.17407,100.0,6.266,Low,11.09962
27,9.35,5.07,5.76,5.007118,9.089906,100.0,3.407,High,38.082523
39,8.26,2.56,2.78,5.9736495,275.66296,100.0,8.896,Medium,35.304707
33,7.81,6.16,7.96,4.9709845,96.13153,100.0,2.797,High,73.93993
37,9.42,4.86,2.42,8.438361,250.25455,100.0,8.584,Medium,12.653262
24,8.75,5.67,1.91,5.368218,262.32977,80.63,9.062,High,-9.413826
24,4.06,1.4,4.54,5.7143683,225.43518,100.0,5.108,Low,66.16848
25,5.52,2.24,6.68,6.8583746,226.10214,100.0,5.196,Medium,72.49408
35,3.26,2.72,1.54,6.850075,54.042576,100.0,2.088,Medium,34.124043
21,3.3,2.2,5.68,7.959208,121.91304,100.0,2.686,Medium,75.63679
32,8.76,7.62,0.49,5.7380514,234.70175,77.21,9.133,High,-5.3345237
18,10.59,9.52,,5.588024,232.30725,,,High,43.98757
16,11.63,6.08,0.65,7.726261,273.6804,89.16,10.94,High,5.517989
28,12.42,3.97,7.31,6.825538,97.8125,100.0,3.307,Medium,71.99055
27,3.84,3.13,3.93,6.0382223,264.05383,100.0,6.181,Medium,21.208696
26,3.06,2.75,3.58,4.4602475,108.952965,100.0,2.396,Medium,23.143667
21,15.195,6.87,7.79,7.7492085,510.99442,100.0,8.248,High,61.62808
,7.79,6.05,7.92,8.954055,113.11528,100.0,4.299,High,
27,8.18,,5.2,7.394762,54.062447,100.0,3.61,High,30.306438
28,14.715,5.03,1.02,7.5212507,335.83163,96.66,7.839,High,6.8706923
31,9.03,5.82,4.05,6.4301777,222.40718,100.0,7.62,High,-4.2328997
23,10.34,8.27,4.23,,281.01642,78.08,9.481,High,-0.66305107
31,2.56,1.82,4.12,5.2264757,96.42747,100.0,2.104,Low,49.958397
22,9.48,2.96,4.56,7.1491714,219.75793,100.0,7.592,Medium,26.466475
16,10.51,5.28,0.15,6.6908875,46.516376,95.8,6.03,High,-12.788657
38,,1.88,5.69,7.7407026,61.159668,100.0,,Low,67.10268
27,8.4,3.69,5.7,7.815857,98.77647,100.0,4.37,Medium,68.7046
17,5.14,4.33,0.92,9.04106,151.4109,100.0,5.354,Medium,2.7306945
30,11.58,3.73,4.56,6.8969846,186.20563,100.0,8.142,Medium,53.000706
20,2.33,1.01,,6.1208835,132.94293,100.0,2.38,Low,70.356
33,7.8,3.79,,5.5096383,98.16903,100.0,4.442,Medium,40.31318
21,3.67,2.46,0.68,6.089047,55.817276,99.77,2.751,Medium,16.752584
24,,5.66,5.01,8.794733,90.635,100.0,,High,68.62079
23,3.76,1.62,2.25,4.2063036,51.94666,100.0,2.785,Low,28.643763
16,4.35,1.73,4.06,9.727834,93.914825,100.0,2.777,Low,70.75205
29,,3.07,6.19,8.369985,160.0384,100.0,,Medium,79.63089
19,11.15,6.71,5.65,7.273122,68.00608,100.0,5.5,High,39.96359
36,,1.91,0.95,5.951011,194.15776,100.0,5.735,Low,1.9562154
18,3.44,2.99,4.73,4.5030403,38.827606,100.0,1.241,Medium,22.596615
34,9.59,5.55,7.75,5.0453568,268.44278,100.0,7.65,High,38.835022
18,7.01,2.35,1.25,3.6572485,242.18042,91.39,8.15,Medium,4.061503
32,11.12,8.2,6.82,6.067067,160.20822,94.75,,High,20.734606
18,3.47,1.73,5.62,4.4834056,34.80907,100.0,0.569,Low,67.880264
31,8.46,5.86,6.19,7.7276816,81.108734,100.0,4.053,High,62.170555
26,4.33,2.03,2.26,6.49763,,100.0,4.327,Medium,21.938143
36,3.57,2.29,2.3,5.516967,39.26206,100.0,2.195,Medium,28.232737
31,8.83,6.74,7.25,6.562507,252.78883,100.0,7.38,High,46.221027
24,7.94,6.8,2.88,8.694405,116.56514,97.85,4.946,High,14.693079
36,9.55,4.36,0.5,7.0536118,57.415512,100.0,5.605,Medium,7.933736
15,5.09,2.55,4.8,6.013474,245.25606,100.0,6.025,Medium,60.97911
36,6.48,3.75,1.0,8.382562,41.018433,100.0,3.42,Medium,16.843933
38,6.05,5.18,6.37,7.3094954,64.96071,100.0,2.794,High,41.788662
32,11.84,9.96,5.13,8.123115,277.40338,83.72,9.461,High,-0.9367583
32,4.92,1.74,7.0,4.523969,107.21176,100.0,3.04,Low,74.5966
28,4.95,1.88,6.28,8.114831,288.2662,100.0,5.891,Low,78.74291
29,5.55,3.32,0.9,5.0424676,64.79514,100.0,3.225,Medium,23.39978
26,7.65,,3.05,8.110119,72.66273,100.0,4.03,Medium,63.145325
18,4.52,2.29,6.2,5.9551463,240.28918,100.0,5.16,Medium,58.531162
17,11.15,4.34,3.34,8.947601,157.2383,100.0,7.693,Medium,25.406946
34,4.66,3.18,7.78,9.262391,280.9181,100.0,5.296,Medium,90.731255
26,10.96,9.53,5.89,4.6270676,57.651897,77.9,4.853,High,10.655037
21,3.03,2.72,0.12,8.842637,255.51062,95.83,6.879,Medium,18.717228
25,8.57,4.5,7.04,4.6505094,62.95629,,3.613,Medium,44.32129
15,11.07,7.3,0.81,4.921018,213.82106,68.79,9.732,High,-4.1286387
20,3.69,3.0,1.12,6.523003,70.521545,100.0,2.869,Medium,-3.866075
29,11.68,4.33,5.88,8.776465,153.22041,100.0,6.896,Medium,59.80989
29,6.53,4.66,6.92,6.331581,55.6411,100.0,1.889,Medium,71.35838
,11.46,6.25,4.29,7.114102,290.77466,89.74,10.203,High,19.700266
25,8.77,3.72,2.31,7.4580193,228.51277,98.63,8.792,Medium,23.687584
37,5.02,2.72,2.81,9.1333065,150.04646,100.0,4.467,Medium,53.181244
16,3.88,1.34,2.74,8.342474,181.4182,100.0,4.278,Low,55.65486
28,5.04,3.61,2.61,4.741983,111.77107,100.0,3.857,Medium,19.312923
16,2.93,1.32,1.94,5.6703606,142.08388,100.0,3.863,Low,33.10855
18,3.44,1.67,4.87,4.0082707,263.82645,99.75,5.679,Low,64.88433
31,3.05,1.14,7.2,7.9903917,298.2127,100.0,5.245,Low,94.618225
17,6.23,5.1,2.46,5.4593005,79.77894,93.1,3.697,High,21.963272
27,9.96,5.94,1.49,4.294376,,91.84,6.493,High,-0.1595705
23,3.41,2.19,6.71,9.02533,240.89807,100.0,4.452,Medium,80.58298
,3.3,2.12,5.93,5.810253,130.53491,100.0,2.471,Medium,62.567623
29,8.43,4.61,7.45,6.9748054,262.58627,100.0,6.9,Medium,78.278
37,3.97,1.65,1.32,5.831328,312.52933,98.97,7.469,Low,17.664186
25,,2.23,1.15,4.572548,260.50607,90.57,6.645,Medium,-1.1279093
,3.67,1.38,4.33,5.763502,69.092255,100.0,1.696,Low,49.550037
16,11.24,4.07,4.92,6.047636,153.42174,100.0,7.224,Medium,43.7231
29,10.21,7.41,3.84,8.394091,110.86751,94.79,6.293,High,10.125329
28,8.31,,4.79,6.4174137,82.47265,100.0,2.393,Medium,73.064735
34,8.56,4.14,,6.105104,78.84214,94.98,,Medium,4.200762
36,7.37,4.31,3.84,7.3533926,205.89018,100.0,6.733,Medium,35.63424
25,8.77,5.0,5.26,8.099866,224.08388,100.0,7.167,High,40.92522
17,8.83,6.4,3.46,,76.04264,100.0,4.717,High,8.234204
31,8.29,5.59,5.44,8.84062,277.50546,100.0,8.073,High,35.691235
26,,3.2,3.61,8.084673,239.60878,100.0,5.887,Medium,43.922894
38,2.39,1.74,2.67,5.9925013,162.95004,100.0,4.014,Low,31.306246
35,6.56,3.12,2.43,8.441567,138.39403,100.0,5.191,Medium,15.842563
29,10.91,5.38,3.29,6.355863,121.47557,98.06,7.588,High,3.057067
30,7.69,4.33,0.18,5.4726653,41.483524,92.97,4.411,Medium,2.4159884
19,10.32,5.0,5.35,5.7275286,261.15393,99.19,8.695,High,21.274027
34,11.92,10.62,6.76,5.306184,196.90094,81.3,,High,6.307159
20,3.64,2.87,2.84,4.0453343,238.81004,,5.848,Medium,17.619507
,8.92,3.56,0.37,4.551767,83.4692,91.43,6.229,Medium,0.14779408
39,8.74,2.65,7.89,4.398048,151.76488,100.0,5.083,Medium,77.936226
19,11.8,3.84,2.11,8.185743,97.07243,100.0,7.287,Medium,28.071167
17,11.86,,1.01,8.569786,99.03176,96.05,7.667,High,
15,13.305,3.27,2.96,,362.24698,96.57,6.767,Medium,33.612137
20,4.44,2.75,5.91,8.551647,231.79326,100.0,5.007,Medium,82.2615
29,9.99,8.14,2.35,4.9226565,247.51692,75.84,8.97,High,-0.49048755
16,3.07,2.28,4.6,8.372751,258.54544,100.0,5.635,Medium,70.50738
17,9.81,4.21,3.32,6.8111687,194.59908,100.0,8.049,Medium,28.443146
31,11.1,5.99,0.94,5.098838,263.82892,75.66,10.588,High,5.0608625
39,5.83,3.53,2.64,4.6199007,299.40637,90.92,7.603,Medium,13.909084
38,8.31,6.53,5.8,5.287346,,91.79,,High,33.85107
26,6.3,,4.9,4.161764,182.80235,96.07,5.4,High,31.353882
32,6.38,5.4,0.96,5.2025557,99.96496,73.16,4.842,High,5.365181
29,5.1,3.09,1.31,4.1849527,220.58485,98.7,6.037,Medium,18.557943
26,9.62,6.89,5.13,6.0637374,26.368275,100.0,4.051,High,25.190718
30,11.36,4.17,6.51,5.173856,112.33134,100.0,6.027,Medium,69.21594
22,11.41,7.29,2.8,9.187569,198.42654,89.14,8.845,High,-5.651038
28,3.75,1.68,4.76,,115.715385,100.0,2.727,Low,50.477142
39,10.75,6.01,1.37,4.996049,89.12133,87.45,6.764,High,0.22510235
31,9.37,6.38,2.49,7.179861,213.82518,90.76,8.118,High,-1.3275824
35,4.53,2.06,0.16,8.312099,146.4043,100.0,5.237,Medium,
22,2.67,0.88,6.15,5.6178765,148.10147,100.0,2.65,Low,75.94536
29,4.68,1.43,3.21,8.390899,302.62494,100.0,7.257,Low,48.50425
28,11.12,3.48,6.53,5.9132266,124.11567,100.0,6.021,Medium,44.78774
32,8.33,2.54,5.67,4.9888587,66.460594,100.0,3.424,Medium,64.85788
34,9.21,3.37,6.63,5.894716,61.33558,100.0,3.356,Medium,51.62135
21,4.57,2.03,2.29,6.523083,260.94397,100.0,6.858,Medium,48.964745
17,9.19,3.98,1.48,6.322486,221.23349,,8.031,Medium,7.698294
26,3.42,2.03,7.78,7.125086,227.35591,100.0,0.966,,83.24184
35,5.75,2.78,5.74,5.240901,29.578075,100.0,1.933,Medium,57.49229
38,8.27,3.11,6.67,7.559296,59.474014,100.0,2.874,Medium,60.003452
17,3.46,2.17,0.11,5.18182,71.69673,100.0,2.837,Medium,23.766169
34,10.23,8.34,2.84,6.838363,98.38991,81.78,6.423,High,-4.7009687
28,4.35,3.07,5.94,6.218467,187.09789,100.0,3.773,Medium,63.457657
29,8.52,4.07,0.62,7.351542,216.87004,95.28,8.534,Medium,6.6752696
39,6.05,3.85,4.54,5.745654,270.01413,95.93,6.703,Medium,26.08052
28,7.96,5.8,3.43,7.9673076,131.59833,100.0,5.411,High,20.20773
21,3.07,2.26,0.14,7.903505,146.24481,100.0,4.093,Medium,15.504974
31,2.17,1.52,1.89,5.171994,272.91553,100.0,5.398,Low,31.744886
26,11.1,9.13,,9.302986,233.9268,87.22,9.666,High,
34,,3.86,0.89,8.45993,28.747183,99.55,2.983,Medium,38.004536
18,15.3,6.6,5.05,6.4174676,200.28783,99.31,5.245,,21.440723
23,11.99,,1.94,5.0921307,277.52463,78.9,10.873,High,-8.363245
20,4.11,2.82,2.22,6.461721,286.05115,100.0,6.749,Medium,41.789204
,4.65,3.68,7.19,4.098403,268.5768,100.0,5.028,Medium,72.80577
39,8.63,2.62,3.74,6.34437,169.97717,100.0,6.193,Medium,48.659325
36,11.65,10.43,3.14,5.999156,63.240116,73.16,5.863,High,1.5901178
36,11.16,4.57,5.79,7.500391,318.87515,100.0,9.723,Medium,60.21653
35,7.03,4.09,7.28,4.362193,22.311611,100.0,1.911,Medium,62.521908
35,,8.19,,8.423511,121.952446,81.66,7.075,High,6.623615
16,3.36,1.46,3.59,5.8380585,148.65585,100.0,3.923,Low,57.089996
38,11.77,6.9,,6.7972236,144.9207,97.39,7.338,High,-4.9054565
22,17.46,4.42,2.55,8.157177,392.00647,100.0,9.155,Medium,30.559656
25,3.64,1.95,6.18,7.239374,133.9668,100.0,2.826,Low,77.44345
27,4.99,2.03,7.77,6.484127,117.253235,100.0,2.684,Medium,92.87051
,3.0,1.55,7.55,6.210372,44.07344,100.0,-0.265,Low,102.30774
22,4.72,2.47,2.13,5.486172,63.279293,100.0,3.121,Medium,17.680508
35,10.16,9.1,1.81,6.8681855,139.84462,84.25,7.637,High,7.6177197
,5.78,5.18,7.66,5.412429,17.558296,100.0,1.012,High,64.34397
32,2.88,1.06,3.67,7.7967277,26.491629,100.0,1.079,Low,78.00493
28,5.42,3.99,1.67,7.0865784,258.2506,93.12,7.569,Medium,2.3420372
29,11.81,3.91,5.66,4.206471,210.42935,100.0,8.287,Medium,42.299934
20,8.3,2.64,2.28,5.180265,240.05096,99.86,8.286,Medium,27.968351
25,6.16,2.24,2.14,5.3217926,249.21625,100.0,7.378,Medium,28.026817
27,3.67,3.23,7.03,6.4439664,207.68547,,3.986,Medium,55.938065
39,11.86,10.25,1.3,6.6227055,189.17917,,10.12,,-8.157127
15,10.21,4.25,0.52,6.1546087,70.97713,100.0,6.769,Medium,16.381445
20,,1.91,2.15,7.4964275,147.81715,100.0,,Low,37.112778
23,2.7,1.2,4.86,5.0202804,274.78036,100.0,5.552,Low,67.644325
22,2.57,1.57,0.98,8.900724,34.515438,100.0,1.471,Low,59.686893
25,3.2,2.05,3.77,6.7025723,290.2525,100.0,6.229,Medium,39.420155
36,7.81,3.38,5.02,5.0163918,24.19659,100.0,2.919,,67.16346
33,11.29,,6.79,8.060489,51.394196,100.0,4.408,High,39.75054
38,6.97,3.39,1.84,8.176561,33.662098,100.0,4.053,Medium,4.247648
23,10.43,8.9,6.54,6.1427727,217.07295,87.26,7.093,High,14.998123
31,6.46,4.48,1.88,7.99145,91.42319,100.0,4.286,Medium,
26,9.09,5.11,5.41,8.18392,224.99843,100.0,7.422,High,32.292362
39,9.32,7.21,3.45,8.294757,104.73901,94.56,6.025,High,7.069957
28,3.74,2.96,0.92,4.208521,140.49274,92.57,4.354,Medium,5.161431
29,5.61,2.66,5.71,8.216691,181.56195,100.0,5.052,Medium,75.45984
30,8.37,4.22,1.74,7.806468,153.25266,100.0,6.683,Medium,13.261043
36,2.71,2.33,1.41,7.1174707,85.541115,100.0,2.812,Medium,28.072098
36,,2.24,2.87,8.444103,73.95546,100.0,3.229,Medium,54.965
34,7.35,2.39,5.23,8.875778,153.7314,100.0,5.366,Medium,68.9375
15,11.96,6.85,1.87,5.8752418,132.62231,79.11,8.539,High,-8.227569
24,6.75,5.27,1.47,4.281822,230.19373,79.87,7.474,High,-3.3287766
22,10.16,7.75,0.08,6.194882,231.92912,77.99,10.056,High,-0.6940419
32,6.32,,3.77,4.1915846,310.44888,84.62,7.849,High,26.293116
15,9.96,6.17,3.43,4.755166,118.42217,88.08,6.231,,6.943958
16,7.95,2.86,1.87,7.7203326,297.3185,97.76,9.014,Medium,23.772547
15,16.305,7.1,0.43,6.242698,257.9936,83.38,8.226,High,-0.8010881
15,6.11,4.69,3.43,7.696084,215.12845,100.0,5.746,,14.203854
23,8.04,2.86,6.31,7.916682,25.631804,100.0,2.867,Medium,69.553024
27,8.3,3.35,5.72,6.6020703,176.51276,100.0,5.774,Medium,29.771765
15,6.17,1.9,,,285.47644,100.0,6.338,,82.49569
27,3.44,2.26,0.08,4.2027936,133.25182,87.53,4.676,Medium,11.115106
34,4.41,2.45,7.73,8.035592,576.1586,100.0,4.851,Medium,
36,2.17,1.52,2.73,7.380208,73.637436,100.0,1.486,Low,67.63739
21,10.74,9.55,7.92,6.587352,228.53564,,7.434,High,18.89379
16,4.36,1.47,2.02,5.399756,181.99673,100.0,5.574,Low,40.961838
20,4.12,3.47,3.77,5.2420354,168.66728,100.0,4.929,Medium,28.984509
21,9.36,7.38,2.83,7.7968698,156.85706,91.73,7.091,High,3.1260436
28,5.2,,2.85,8.606983,86.21348,100.0,3.345,Medium,42.844444
32,7.06,6.24,6.74,,232.58258,100.0,6.068,High,56.55791
29,3.63,1.72,5.97,6.315683,196.89676,100.0,3.724,Low,87.54154
16,11.6,9.67,7.94,4.5083346,156.42244,88.1,6.658,High,-1.5683455
24,,8.72,4.91,5.9910426,74.87122,87.9,5.387,,23.123741
37,10.64,8.03,3.71,8.843186,295.50406,80.08,9.847,High,6.8669186
26,6.07,3.87,0.72,4.443905,155.36717,90.76,5.679,Medium,-7.118187
31,9.62,3.58,7.97,8.173956,257.03177,100.0,7.559,Medium,88.811806
22,3.44,2.13,4.41,7.7464867,56.13724,100.0,1.377,Medium,78.011444
25,2.09,1.07,5.6,9.437088,288.43173,100.0,4.845,Low,74.157524
17,2.2,1.71,3.25,5.6405563,118.38724,100.0,2.305,Low,52.42086
20,7.87,5.94,4.38,4.915099,172.03596,94.96,5.781,High,5.0298734
23,6.55,5.54,7.54,3.9073567,199.36275,97.79,5.533,High,
20,7.18,2.22,1.33,7.497131,123.681145,100.0,5.431,Medium,20.737309
23,2.07,1.63,2.34,7.3265724,166.06758,100.0,3.393,Low,49.007484
21,6.23,5.38,1.22,5.0877376,191.98175,92.99,7.209,High,-2.8123326
23,9.18,7.1,6.34,7.7157207,121.677124,100.0,5.268,High,33.283123
32,6.43,2.43,0.5,5.0383134,59.683178,100.0,4.205,Medium,8.534008
26,9.32,3.25,0.65,5.048663,39.426727,100.0,5.285,Medium,14.87321
22,4.33,1.35,2.39,6.5392995,232.07224,100.0,6.328,Low,27.885345
22,10.13,6.86,4.11,3.8448334,189.20425,87.17,7.572,,8.652158
32,7.88,5.34,3.25,5.0984344,160.36061,92.81,6.045,,13.814205
34,4.11,3.67,0.36,5.3475094,132.4256,91.76,4.527,Medium,0.6165835
29,4.37,2.35,7.66,7.3853073,224.9713,100.0,4.747,Medium,96.26028
21,8.28,4.13,7.62,7.9025583,178.80592,100.0,5.594,Medium,96.55836
25,10.3,6.95,2.23,6.267447,146.59729,100.0,7.001,High,2.6267722
34,6.16,4.9,5.85,8.210989,43.49392,,2.185,Medium,73.958466
30,4.58,3.95,4.63,6.347134,,100.0,,Medium,10.219522
18,10.67,8.34,1.9,5.6694317,184.59535,67.07,8.565,High,5.2738185
20,8.69,4.83,2.1,7.383755,67.62708,99.97,5.475,Medium,-0.9912672
36,6.48,4.41,3.93,7.4532433,255.99147,100.0,6.881,Medium,44.873875
17,6.88,5.6,3.35,7.482585,,96.4,5.875,High,19.79481
23,4.04,2.4,2.33,7.325788,206.27844,100.0,5.721,Medium,
24,8.27,3.56,6.46,7.280407,207.55844,100.0,6.957,Medium,60.48148
28,5.59,2.25,3.85,5.6579285,114.67953,100.0,4.1,Medium,13.860494
,11.96,3.59,5.24,8.164851,251.33449,100.0,9.388,Medium,50.873383
32,6.8,4.97,1.51,4.8433,91.16743,100.0,4.407,Medium,-1.4798002
36,6.86,2.52,4.27,8.975352,174.9125,100.0,6.309,Medium,56.26118
26,7.66,3.42,2.54,4.926732,225.66505,100.0,7.888,Medium,16.452938
37,11.17,5.35,4.21,4.459253,94.79042,92.32,6.202,High,12.160464
26,10.01,6.37,6.25,6.8167353,196.14653,100.0,6.95,High,48.6866
27,6.51,3.51,6.15,5.786633,52.770306,100.0,2.63,Medium,53.828148
39,9.19,6.48,2.83,8.360533,188.76,89.85,7.266,High,15.906847
27,7.86,2.62,5.55,5.9918566,109.32466,100.0,4.265,Medium,97.2311
33,6.92,2.59,7.53,8.061437,227.91978,100.0,5.741,Medium,94.198715
33,3.92,2.35,5.01,5.647681,109.672714,100.0,2.557,Medium,68.41282
37,6.64,3.33,1.19,4.9841585,250.55473,91.44,7.983,Medium,12.974937
28,4.46,2.13,5.44,6.19298,205.67894,100.0,4.518,Medium,
18,11.15,3.79,0.84,7.159297,121.58007,100.0,7.843,Medium,6.6760483
27,5.35,4.48,6.98,6.9508715,162.98041,100.0,3.741,Medium,62.85827
22,11.52,8.24,4.13,7.336967,131.56586,87.88,6.941,High,-10.285642
37,7.33,2.73,3.08,8.923879,44.74971,100.0,3.721,Medium,65.75683
35,8.32,2.82,0.46,7.787674,230.17725,90.99,8.282,Medium,23.053913
37,7.43,6.57,3.05,8.317113,279.31433,89.64,8.06,High,17.607903
33,3.29,2.33,7.23,4.630123,209.41551,100.0,3.556,Medium,62.436886
26,5.76,3.17,0.17,5.2274323,276.9088,82.63,8.149,Medium,-5.5701466
32,2.99,2.16,3.8,5.9418764,122.1066,100.0,3.095,Medium,55.716747
20,8.23,6.2,7.45,4.780818,87.79357,100.0,3.72,High,71.54216
32,6.47,4.97,3.16,7.005698,88.88826,98.18,4.047,Medium,19.578207
33,9.78,5.74,3.43,6.3151593,248.66084,82.05,9.081,High,32.543762
36,4.2,2.34,4.63,7.3630233,162.02113,100.0,,Medium,
19,3.65,1.12,3.7,7.5747647,112.251465,100.0,2.975,Low,77.05487
38,6.06,5.19,1.35,9.225634,315.11505,83.81,8.425,High,3.0988383
23,11.27,7.46,0.15,8.314459,268.84296,80.62,10.55,High,-0.79688644
17,9.1,3.84,4.88,3.289097,64.00861,100.0,4.066,Medium,46.14324
24,6.19,,7.37,5.3161917,108.404854,100.0,3.524,High,39.06306
33,7.17,6.09,0.85,4.5195227,181.9833,93.59,6.67,High,3.1469092
17,2.84,2.54,1.69,5.3503747,47.932922,100.0,2.433,Medium,19.458858
36,11.85,9.77,,6.336472,208.04567,72.39,8.957,High,-3.0302744
29,8.66,7.78,6.47,6.3821917,56.277702,100.0,3.889,High,14.166728
15,4.85,2.17,2.15,4.9752913,302.80588,100.0,7.46,Medium,17.296932
21,7.86,6.33,7.06,7.459909,273.78522,100.0,6.932,High,30.029825
26,3.09,2.45,0.44,7.3947678,292.1488,98.97,7.353,Medium,17.824602
,11.66,5.11,7.53,3.5065298,96.84876,100.0,5.491,,61.298084
35,3.75,1.35,4.49,6.268415,147.11453,100.0,3.388,Low,62.962975
38,8.48,7.53,5.27,,49.72308,97.47,3.599,High,29.883997
34,4.45,2.13,2.94,6.510759,136.95293,100.0,4.563,Medium,20.318659
19,9.18,7.55,6.26,5.9180956,165.03915,100.0,6.252,High,41.259655
18,9.77,2.96,1.33,5.4928412,182.38274,100.0,8.206,Medium,19.344406
26,8.73,2.73,0.39,4.9568324,,92.72,8.328,Medium,5.210728
,8.14,4.72,3.16,,61.06058,95.53,3.742,Medium,8.214044
38,10.92,4.84,6.83,8.216823,182.14108,100.0,7.171,Medium,56.690533
32,2.79,1.99,6.04,5.0759892,141.14977,100.0,2.083,Low,50.824238
31,5.31,3.39,4.14,4.9840536,247.60448,97.55,6.873,Medium,32.833424
33,4.48,1.55,,4.5397725,148.47966,100.0,3.206,Low,61.880356
23,11.88,4.72,1.04,7.7901373,162.7843,94.69,8.388,Medium,16.038576
18,5.89,3.14,6.73,4.3913736,221.46915,,5.826,Medium,71.51431
35,9.33,3.84,6.3,5.373055,169.47679,100.0,6.195,,40.778038
16,8.85,6.86,5.25,6.717883,221.94234,95.22,7.29,High,11.094311
18,4.12,2.26,3.73,6.4830804,184.97794,100.0,4.581,Medium,58.81482
16,4.39,1.56,7.72,5.6687546,142.71616,100.0,2.699,Low,97.34159
29,4.81,2.84,7.03,4.570606,22.643091,100.0,,Medium,62.21502
16,6.11,2.17,5.16,8.009859,137.11086,100.0,4.007,Medium,80.28647
